Found 9995 total meshes to process
[1/9995] [1 success|0 fail] [SUCCESS] model_1037024.obj (took 0.03s | total elapsed: 0.15s)
[3043/9995] [3043 success|0 fail] [SUCCESS] model_217025.obj (took 0.02s | total elapsed: 0.71s)
[3044/9995] [3044 success|0 fail] [SUCCESS] model_217020.obj (took 0.02s | total elapsed: 0.71s)
[3045/9995] [3045 success|0 fail] [SUCCESS] model_217027.obj (took 0.02s | total elapsed: 0.71s)
[3046/9995] [3046 success|0 fail] [SUCCESS] model_217023.obj (took 0.02s | total elapsed: 0.71s)
[3047/9995] [3047 success|0 fail] [SUCCESS] model_217022.obj (took 0.02s | total elapsed: 0.71s)
[3048/9995] [3048 success|0 fail] [SUCCESS] model_217026.obj (took 0.02s | total elapsed: 0.71s)
[3049/9995] [3049 success|0 fail] [SUCCESS] model_217031.obj (took 0.02s | total elapsed: 0.71s)
[3050/9995] [3050 success|0 fail] [SUCCESS] model_217017.obj (took 0.02s | total elapsed: 0.71s)
[3051/9995] [3051 success|0 fail] [SUCCESS] model_217024.obj (took 0.02s | total elapsed: 0.71s)
[3052/9995] [3052 success|0 fail] [SUCCESS] model_215846.obj (took 0.03s | total elapsed: 0.71s)
[3053/9995] [3053 success|0 fail] [SUCCESS] model_222689.obj (took 0.02s | total elapsed: 0.71s)
[3054/9995] [3054 success|0 fail] [SUCCESS] model_214255.obj (took 0.03s | total elapsed: 0.71s)
[3055/9995] [3055 success|0 fail] [SUCCESS] model_218729.obj (took 0.02s | total elapsed: 0.71s)
[3056/9995] [3056 success|0 fail] [SUCCESS] model_217016.obj (took 0.02s | total elapsed: 0.71s)
[3057/9995] [3057 success|0 fail] [SUCCESS] model_217030.obj (took 0.02s | total elapsed: 0.71s)
[3058/9995] [3058 success|0 fail] [SUCCESS] model_218731.obj (took 0.02s | total elapsed: 0.71s)
[3059/9995] [3059 success|0 fail] [SUCCESS] model_217018.obj (took 0.03s | total elapsed: 0.71s)
[3060/9995] [3060 success|0 fail] [SUCCESS] model_218730.obj (took 0.02s | total elapsed: 0.71s)
[3061/9995] [3061 success|0 fail] [SUCCESS] model_217028.obj (took 0.02s | total elapsed: 0.72s)
[3062/9995] [3062 success|0 fail] [SUCCESS] model_220653.obj (took 0.02s | total elapsed: 0.72s)
[3063/9995] [3063 success|0 fail] [SUCCESS] model_222691.obj (took 0.02s | total elapsed: 0.72s)
[3064/9995] [3064 success|0 fail] [SUCCESS] model_217029.obj (took 0.03s | total elapsed: 0.72s)
[3065/9995] [3065 success|0 fail] [SUCCESS] model_221686.obj (took 0.02s | total elapsed: 0.72s)
[3066/9995] [3066 success|0 fail] [SUCCESS] model_222694.obj (took 0.02s | total elapsed: 0.72s)
[3067/9995] [3067 success|0 fail] [SUCCESS] model_222690.obj (took 0.02s | total elapsed: 0.72s)
[3068/9995] [3068 success|0 fail] [SUCCESS] model_222696.obj (took 0.02s | total elapsed: 0.72s)
[3069/9995] [3069 success|0 fail] [SUCCESS] model_222140.obj (took 0.02s | total elapsed: 0.72s)
[3070/9995] [3070 success|0 fail] [SUCCESS] model_222687.obj (took 0.02s | total elapsed: 0.72s)
[3071/9995] [3071 success|0 fail] [SUCCESS] model_222783.obj (took 0.02s | total elapsed: 0.72s)
[3072/9995] [3072 success|0 fail] [SUCCESS] model_222698.obj (took 0.02s | total elapsed: 0.72s)
[3073/9995] [3073 success|0 fail] [SUCCESS] model_222692.obj (took 0.02s | total elapsed: 0.72s)
[3074/9995] [3074 success|0 fail] [SUCCESS] model_222693.obj (took 0.02s | total elapsed: 0.72s)
[3075/9995] [3075 success|0 fail] [SUCCESS] model_222697.obj (took 0.02s | total elapsed: 0.72s)
[3076/9995] [3076 success|0 fail] [SUCCESS] model_222782.obj (took 0.02s | total elapsed: 0.72s)
[3077/9995] [3077 success|0 fail] [SUCCESS] model_222747.obj (took 0.02s | total elapsed: 0.72s)
[3078/9995] [3078 success|0 fail] [SUCCESS] model_223731.obj (took 0.02s | total elapsed: 0.72s)
[3079/9995] [3079 success|0 fail] [SUCCESS] model_224026.obj (took 0.02s | total elapsed: 0.72s)
[3080/9995] [3080 success|0 fail] [SUCCESS] model_222781.obj (took 0.02s | total elapsed: 0.72s)
[3081/9995] [3081 success|0 fail] [SUCCESS] model_224503.obj (took 0.02s | total elapsed: 0.72s)
[3082/9995] [3082 success|0 fail] [SUCCESS] model_224504.obj (took 0.02s | total elapsed: 0.72s)
[3083/9995] [3083 success|0 fail] [SUCCESS] model_223146.obj (took 0.02s | total elapsed: 0.72s)
[3084/9995] [3084 success|0 fail] [SUCCESS] model_222695.obj (took 0.03s | total elapsed: 0.72s)
[3085/9995] [3085 success|0 fail] [SUCCESS] model_224829.obj (took 0.02s | total elapsed: 0.72s)
[3086/9995] [3086 success|0 fail] [SUCCESS] model_225936.obj (took 0.02s | total elapsed: 0.72s)
[3087/9995] [3087 success|0 fail] [SUCCESS] model_225354.obj (took 0.02s | total elapsed: 0.72s)
[3088/9995] [3088 success|0 fail] [SUCCESS] model_223730.obj (took 0.03s | total elapsed: 0.72s)
[3089/9995] [3089 success|0 fail] [SUCCESS] model_225935.obj (took 0.02s | total elapsed: 0.72s)
[3090/9995] [3090 success|0 fail] [SUCCESS] model_225940.obj (took 0.02s | total elapsed: 0.72s)
[3091/9995] [3091 success|0 fail] [SUCCESS] model_225939.obj (took 0.02s | total elapsed: 0.72s)
[3092/9995] [3092 success|0 fail] [SUCCESS] model_222688.obj (took 0.03s | total elapsed: 0.72s)
[3093/9995] [3093 success|0 fail] [SUCCESS] model_214252.obj (took 0.04s | total elapsed: 0.72s)
[3094/9995] [3094 success|0 fail] [SUCCESS] model_225937.obj (took 0.02s | total elapsed: 0.72s)
[3095/9995] [3095 success|0 fail] [SUCCESS] model_225947.obj (took 0.02s | total elapsed: 0.72s)
[3096/9995] [3096 success|0 fail] [SUCCESS] model_225941.obj (took 0.02s | total elapsed: 0.72s)
[3097/9995] [3097 success|0 fail] [SUCCESS] model_225943.obj (took 0.02s | total elapsed: 0.72s)
[3098/9995] [3098 success|0 fail] [SUCCESS] model_225948.obj (took 0.02s | total elapsed: 0.72s)
[3099/9995] [3099 success|0 fail] [SUCCESS] model_225946.obj (took 0.02s | total elapsed: 0.72s)
[3100/9995] [3100 success|0 fail] [SUCCESS] model_225953.obj (took 0.02s | total elapsed: 0.72s)
[3101/9995] [3101 success|0 fail] [SUCCESS] model_225945.obj (took 0.02s | total elapsed: 0.72s)
[3102/9995] [3102 success|0 fail] [SUCCESS] model_224108.obj (took 0.03s | total elapsed: 0.72s)
[3103/9995] [3103 success|0 fail] [SUCCESS] model_225949.obj (took 0.02s | total elapsed: 0.72s)
[3104/9995] [3104 success|0 fail] [SUCCESS] model_225951.obj (took 0.02s | total elapsed: 0.73s)
[3105/9995] [3105 success|0 fail] [SUCCESS] model_225955.obj (took 0.02s | total elapsed: 0.73s)
[3106/9995] [3106 success|0 fail] [SUCCESS] model_225956.obj (took 0.02s | total elapsed: 0.73s)
[3107/9995] [3107 success|0 fail] [SUCCESS] model_225965.obj (took 0.02s | total elapsed: 0.73s)
[3108/9995] [3108 success|0 fail] [SUCCESS] model_225950.obj (took 0.02s | total elapsed: 0.73s)
[3109/9995] [3109 success|0 fail] [SUCCESS] model_225963.obj (took 0.02s | total elapsed: 0.73s)
[3110/9995] [3110 success|0 fail] [SUCCESS] model_225966.obj (took 0.02s | total elapsed: 0.73s)
[3111/9995] [3111 success|0 fail] [SUCCESS] model_225957.obj (took 0.02s | total elapsed: 0.73s)
[3112/9995] [3112 success|0 fail] [SUCCESS] model_225958.obj (took 0.02s | total elapsed: 0.73s)
[3113/9995] [3113 success|0 fail] [SUCCESS] model_225970.obj (took 0.02s | total elapsed: 0.73s)
[3114/9995] [3114 success|0 fail] [SUCCESS] model_225969.obj (took 0.02s | total elapsed: 0.73s)
[3115/9995] [3115 success|0 fail] [SUCCESS] model_225967.obj (took 0.02s | total elapsed: 0.73s)
[3116/9995] [3116 success|0 fail] [SUCCESS] model_225971.obj (took 0.02s | total elapsed: 0.73s)
[3117/9995] [3117 success|0 fail] [SUCCESS] model_225952.obj (took 0.03s | total elapsed: 0.73s)
[3118/9995] [3118 success|0 fail] [SUCCESS] model_225954.obj (took 0.03s | total elapsed: 0.73s)
[3119/9995] [3119 success|0 fail] [SUCCESS] model_225973.obj (took 0.02s | total elapsed: 0.73s)
[3120/9995] [3120 success|0 fail] [SUCCESS] model_225961.obj (took 0.03s | total elapsed: 0.73s)
[3121/9995] [3121 success|0 fail] [SUCCESS] model_225976.obj (took 0.02s | total elapsed: 0.73s)
[3122/9995] [3122 success|0 fail] [SUCCESS] model_225974.obj (took 0.02s | total elapsed: 0.73s)
[3123/9995] [3123 success|0 fail] [SUCCESS] model_225962.obj (took 0.03s | total elapsed: 0.73s)
[3124/9995] [3124 success|0 fail] [SUCCESS] model_225972.obj (took 0.02s | total elapsed: 0.73s)
[3125/9995] [3125 success|0 fail] [SUCCESS] model_225968.obj (took 0.03s | total elapsed: 0.73s)
[3126/9995] [3126 success|0 fail] [SUCCESS] model_225978.obj (took 0.02s | total elapsed: 0.73s)
[3127/9995] [3127 success|0 fail] [SUCCESS] model_225977.obj (took 0.02s | total elapsed: 0.73s)
[3128/9995] [3128 success|0 fail] [SUCCESS] model_226633.obj (took 0.02s | total elapsed: 0.73s)
[3129/9995] [3129 success|0 fail] [SUCCESS] model_225960.obj (took 0.03s | total elapsed: 0.73s)
[3130/9995] [3130 success|0 fail] [SUCCESS] model_226568.obj (took 0.02s | total elapsed: 0.73s)
[3131/9995] [3131 success|0 fail] [SUCCESS] model_226679.obj (took 0.02s | total elapsed: 0.73s)
[3132/9995] [3132 success|0 fail] [SUCCESS] model_226683.obj (took 0.02s | total elapsed: 0.73s)
[3133/9995] [3133 success|0 fail] [SUCCESS] model_226674.obj (took 0.02s | total elapsed: 0.73s)
[3134/9995] [3134 success|0 fail] [SUCCESS] model_226639.obj (took 0.02s | total elapsed: 0.73s)
[3135/9995] [3135 success|0 fail] [SUCCESS] model_226769.obj (took 0.02s | total elapsed: 0.73s)
[3136/9995] [3136 success|0 fail] [SUCCESS] model_226669.obj (took 0.02s | total elapsed: 0.73s)
[3137/9995] [3137 success|0 fail] [SUCCESS] model_226770.obj (took 0.02s | total elapsed: 0.73s)
[3138/9995] [3138 success|0 fail] [SUCCESS] model_226773.obj (took 0.02s | total elapsed: 0.73s)
[3139/9995] [3139 success|0 fail] [SUCCESS] model_226685.obj (took 0.02s | total elapsed: 0.73s)
[3140/9995] [3140 success|0 fail] [SUCCESS] model_226684.obj (took 0.02s | total elapsed: 0.73s)
[3141/9995] [3141 success|0 fail] [SUCCESS] model_226772.obj (took 0.02s | total elapsed: 0.73s)
[3142/9995] [3142 success|0 fail] [SUCCESS] model_226771.obj (took 0.02s | total elapsed: 0.73s)
[3143/9995] [3143 success|0 fail] [SUCCESS] model_226677.obj (took 0.03s | total elapsed: 0.73s)
[3144/9995] [3144 success|0 fail] [SUCCESS] model_226160.obj (took 0.03s | total elapsed: 0.73s)
[3145/9995] [3145 success|0 fail] [SUCCESS] model_225959.obj (took 0.03s | total elapsed: 0.73s)
[3146/9995] [3146 success|0 fail] [SUCCESS] model_226774.obj (took 0.02s | total elapsed: 0.73s)
[3147/9995] [3147 success|0 fail] [SUCCESS] model_226954.obj (took 0.02s | total elapsed: 0.73s)
[3148/9995] [3148 success|0 fail] [SUCCESS] model_227387.obj (took 0.02s | total elapsed: 0.73s)
[3149/9995] [3149 success|0 fail] [SUCCESS] model_227615.obj (took 0.02s | total elapsed: 0.74s)
[3150/9995] [3150 success|0 fail] [SUCCESS] model_229331.obj (took 0.02s | total elapsed: 0.74s)
[3151/9995] [3151 success|0 fail] [SUCCESS] model_228070.obj (took 0.02s | total elapsed: 0.74s)
[3152/9995] [3152 success|0 fail] [SUCCESS] model_228302.obj (took 0.02s | total elapsed: 0.74s)
[3153/9995] [3153 success|0 fail] [SUCCESS] model_228303.obj (took 0.02s | total elapsed: 0.74s)
[3154/9995] [3154 success|0 fail] [SUCCESS] model_229599.obj (took 0.02s | total elapsed: 0.74s)
[3155/9995] [3155 success|0 fail] [SUCCESS] model_227388.obj (took 0.02s | total elapsed: 0.74s)
[3156/9995] [3156 success|0 fail] [SUCCESS] model_227616.obj (took 0.02s | total elapsed: 0.74s)
[3157/9995] [3157 success|0 fail] [SUCCESS] model_226775.obj (took 0.03s | total elapsed: 0.74s)
[3158/9995] [3158 success|0 fail] [SUCCESS] model_229596.obj (took 0.02s | total elapsed: 0.74s)
[3159/9995] [3159 success|0 fail] [SUCCESS] model_229603.obj (took 0.02s | total elapsed: 0.74s)
[3160/9995] [3160 success|0 fail] [SUCCESS] model_229598.obj (took 0.02s | total elapsed: 0.74s)
[3161/9995] [3161 success|0 fail] [SUCCESS] model_229601.obj (took 0.02s | total elapsed: 0.74s)
[3162/9995] [3162 success|0 fail] [SUCCESS] model_229604.obj (took 0.02s | total elapsed: 0.74s)
[3163/9995] [3163 success|0 fail] [SUCCESS] model_228304.obj (took 0.03s | total elapsed: 0.74s)
[3164/9995] [3164 success|0 fail] [SUCCESS] model_229956.obj (took 0.02s | total elapsed: 0.74s)
[3165/9995] [3165 success|0 fail] [SUCCESS] model_229957.obj (took 0.02s | total elapsed: 0.74s)
[3166/9995] [3166 success|0 fail] [SUCCESS] model_229600.obj (took 0.02s | total elapsed: 0.74s)
[3167/9995] [3167 success|0 fail] [SUCCESS] model_229953.obj (took 0.02s | total elapsed: 0.74s)
[3168/9995] [3168 success|0 fail] [SUCCESS] model_229607.obj (took 0.02s | total elapsed: 0.74s)
[3169/9995] [3169 success|0 fail] [SUCCESS] model_229606.obj (took 0.02s | total elapsed: 0.74s)
[3170/9995] [3170 success|0 fail] [SUCCESS] model_229605.obj (took 0.02s | total elapsed: 0.74s)
[3171/9995] [3171 success|0 fail] [SUCCESS] model_229959.obj (took 0.02s | total elapsed: 0.74s)
[3172/9995] [3172 success|0 fail] [SUCCESS] model_230153.obj (took 0.02s | total elapsed: 0.74s)
[3173/9995] [3173 success|0 fail] [SUCCESS] model_229958.obj (took 0.02s | total elapsed: 0.74s)
[3174/9995] [3174 success|0 fail] [SUCCESS] model_229954.obj (took 0.02s | total elapsed: 0.74s)
[3175/9995] [3175 success|0 fail] [SUCCESS] model_229960.obj (took 0.02s | total elapsed: 0.74s)
[3176/9995] [3176 success|0 fail] [SUCCESS] model_229955.obj (took 0.02s | total elapsed: 0.74s)
[3177/9995] [3177 success|0 fail] [SUCCESS] model_231207.obj (took 0.02s | total elapsed: 0.74s)
[3178/9995] [3178 success|0 fail] [SUCCESS] model_230152.obj (took 0.02s | total elapsed: 0.74s)
[3179/9995] [3179 success|0 fail] [SUCCESS] model_230909.obj (took 0.02s | total elapsed: 0.74s)
[3180/9995] [3180 success|0 fail] [SUCCESS] model_230923.obj (took 0.02s | total elapsed: 0.74s)
[3181/9995] [3181 success|0 fail] [SUCCESS] model_232368.obj (took 0.02s | total elapsed: 0.74s)
[3182/9995] [3182 success|0 fail] [SUCCESS] model_229602.obj (took 0.03s | total elapsed: 0.74s)
[3183/9995] [3183 success|0 fail] [SUCCESS] model_230349.obj (took 0.02s | total elapsed: 0.74s)
[3184/9995] [3184 success|0 fail] [SUCCESS] model_231944.obj (took 0.02s | total elapsed: 0.74s)
[3185/9995] [3185 success|0 fail] [SUCCESS] model_232909.obj (took 0.02s | total elapsed: 0.74s)
[3186/9995] [3186 success|0 fail] [SUCCESS] model_232910.obj (took 0.02s | total elapsed: 0.74s)
[3187/9995] [3187 success|0 fail] [SUCCESS] model_232915.obj (took 0.02s | total elapsed: 0.74s)
[3188/9995] [3188 success|0 fail] [SUCCESS] model_232912.obj (took 0.02s | total elapsed: 0.74s)
[3189/9995] [3189 success|0 fail] [SUCCESS] model_233187.obj (took 0.02s | total elapsed: 0.74s)
[3190/9995] [3190 success|0 fail] [SUCCESS] model_232911.obj (took 0.02s | total elapsed: 0.74s)
[3191/9995] [3191 success|0 fail] [SUCCESS] model_233186.obj (took 0.02s | total elapsed: 0.74s)
[3192/9995] [3192 success|0 fail] [SUCCESS] model_233189.obj (took 0.02s | total elapsed: 0.74s)
[3193/9995] [3193 success|0 fail] [SUCCESS] model_233190.obj (took 0.02s | total elapsed: 0.74s)
[3194/9995] [3194 success|0 fail] [SUCCESS] model_233191.obj (took 0.02s | total elapsed: 0.74s)
[3195/9995] [3195 success|0 fail] [SUCCESS] model_232913.obj (took 0.03s | total elapsed: 0.74s)
[3196/9995] [3196 success|0 fail] [SUCCESS] model_233195.obj (took 0.02s | total elapsed: 0.75s)
[3197/9995] [3197 success|0 fail] [SUCCESS] model_233188.obj (took 0.02s | total elapsed: 0.75s)
[3198/9995] [3198 success|0 fail] [SUCCESS] model_233194.obj (took 0.02s | total elapsed: 0.75s)
[3199/9995] [3199 success|0 fail] [SUCCESS] model_233196.obj (took 0.02s | total elapsed: 0.75s)
[3200/9995] [3200 success|0 fail] [SUCCESS] model_233336.obj (took 0.02s | total elapsed: 0.75s)
[3201/9995] [3201 success|0 fail] [SUCCESS] model_233192.obj (took 0.02s | total elapsed: 0.75s)
[3202/9995] [3202 success|0 fail] [SUCCESS] model_232916.obj (took 0.03s | total elapsed: 0.75s)
[3203/9995] [3203 success|0 fail] [SUCCESS] model_233198.obj (took 0.02s | total elapsed: 0.75s)
[3204/9995] [3204 success|0 fail] [SUCCESS] model_233197.obj (took 0.02s | total elapsed: 0.75s)
[3205/9995] [3205 success|0 fail] [SUCCESS] model_233334.obj (took 0.02s | total elapsed: 0.75s)
[3206/9995] [3206 success|0 fail] [SUCCESS] model_233333.obj (took 0.02s | total elapsed: 0.75s)
[3207/9995] [3207 success|0 fail] [SUCCESS] model_233338.obj (took 0.02s | total elapsed: 0.75s)
[3208/9995] [3208 success|0 fail] [SUCCESS] model_232914.obj (took 0.03s | total elapsed: 0.75s)
[3209/9995] [3209 success|0 fail] [SUCCESS] model_233332.obj (took 0.02s | total elapsed: 0.75s)
[3210/9995] [3210 success|0 fail] [SUCCESS] model_233337.obj (took 0.02s | total elapsed: 0.75s)
[3211/9995] [3211 success|0 fail] [SUCCESS] model_233193.obj (took 0.02s | total elapsed: 0.75s)
[3212/9995] [3212 success|0 fail] [SUCCESS] model_233199.obj (took 0.02s | total elapsed: 0.75s)
[3213/9995] [3213 success|0 fail] [SUCCESS] model_235725.obj (took 0.02s | total elapsed: 0.75s)
[3214/9995] [3214 success|0 fail] [SUCCESS] model_235653.obj (took 0.02s | total elapsed: 0.75s)
[3215/9995] [3215 success|0 fail] [SUCCESS] model_233335.obj (took 0.02s | total elapsed: 0.75s)
[3216/9995] [3216 success|0 fail] [SUCCESS] model_233970.obj (took 0.02s | total elapsed: 0.75s)
[3217/9995] [3217 success|0 fail] [SUCCESS] model_235279.obj (took 0.02s | total elapsed: 0.75s)
[3218/9995] [3218 success|0 fail] [SUCCESS] model_236142.obj (took 0.02s | total elapsed: 0.75s)
[3219/9995] [3219 success|0 fail] [SUCCESS] model_236144.obj (took 0.02s | total elapsed: 0.75s)
[3220/9995] [3220 success|0 fail] [SUCCESS] model_233722.obj (took 0.02s | total elapsed: 0.75s)
[3221/9995] [3221 success|0 fail] [SUCCESS] model_233963.obj (took 0.02s | total elapsed: 0.75s)
[3222/9995] [3222 success|0 fail] [SUCCESS] model_235726.obj (took 0.02s | total elapsed: 0.75s)
[3223/9995] [3223 success|0 fail] [SUCCESS] model_236159.obj (took 0.02s | total elapsed: 0.75s)
[3224/9995] [3224 success|0 fail] [SUCCESS] model_236143.obj (took 0.02s | total elapsed: 0.75s)
[3225/9995] [3225 success|0 fail] [SUCCESS] model_236148.obj (took 0.02s | total elapsed: 0.75s)
[3226/9995] [3226 success|0 fail] [SUCCESS] model_236172.obj (took 0.02s | total elapsed: 0.75s)
[3227/9995] [3227 success|0 fail] [SUCCESS] model_236241.obj (took 0.02s | total elapsed: 0.75s)
[3228/9995] [3228 success|0 fail] [SUCCESS] model_236145.obj (took 0.02s | total elapsed: 0.75s)
[3229/9995] [3229 success|0 fail] [SUCCESS] model_236147.obj (took 0.02s | total elapsed: 0.75s)
[3230/9995] [3230 success|0 fail] [SUCCESS] model_236173.obj (took 0.02s | total elapsed: 0.75s)
[3231/9995] [3231 success|0 fail] [SUCCESS] model_236922.obj (took 0.02s | total elapsed: 0.75s)
[3232/9995] [3232 success|0 fail] [SUCCESS] model_237182.obj (took 0.02s | total elapsed: 0.75s)
[3233/9995] [3233 success|0 fail] [SUCCESS] model_237181.obj (took 0.02s | total elapsed: 0.75s)
[3234/9995] [3234 success|0 fail] [SUCCESS] model_236146.obj (took 0.02s | total elapsed: 0.75s)
[3235/9995] [3235 success|0 fail] [SUCCESS] model_237626.obj (took 0.02s | total elapsed: 0.75s)
[3236/9995] [3236 success|0 fail] [SUCCESS] model_237624.obj (took 0.02s | total elapsed: 0.75s)
[3237/9995] [3237 success|0 fail] [SUCCESS] model_237623.obj (took 0.02s | total elapsed: 0.75s)
[3238/9995] [3238 success|0 fail] [SUCCESS] model_237630.obj (took 0.02s | total elapsed: 0.75s)
[3239/9995] [3239 success|0 fail] [SUCCESS] model_237631.obj (took 0.02s | total elapsed: 0.75s)
[3240/9995] [3240 success|0 fail] [SUCCESS] model_237183.obj (took 0.02s | total elapsed: 0.75s)
[3241/9995] [3241 success|0 fail] [SUCCESS] model_237628.obj (took 0.02s | total elapsed: 0.75s)
[3242/9995] [3242 success|0 fail] [SUCCESS] model_236171.obj (took 0.03s | total elapsed: 0.76s)
[3243/9995] [3243 success|0 fail] [SUCCESS] model_237629.obj (took 0.02s | total elapsed: 0.76s)
[3244/9995] [3244 success|0 fail] [SUCCESS] model_237632.obj (took 0.02s | total elapsed: 0.76s)
[3245/9995] [3245 success|0 fail] [SUCCESS] model_237634.obj (took 0.02s | total elapsed: 0.76s)
[3246/9995] [3246 success|0 fail] [SUCCESS] model_237640.obj (took 0.02s | total elapsed: 0.76s)
[3247/9995] [3247 success|0 fail] [SUCCESS] model_237636.obj (took 0.02s | total elapsed: 0.76s)
[3248/9995] [3248 success|0 fail] [SUCCESS] model_237735.obj (took 0.02s | total elapsed: 0.76s)
[3249/9995] [3249 success|0 fail] [SUCCESS] model_237633.obj (took 0.02s | total elapsed: 0.76s)
[3250/9995] [3250 success|0 fail] [SUCCESS] model_237643.obj (took 0.02s | total elapsed: 0.76s)
[3251/9995] [3251 success|0 fail] [SUCCESS] model_237646.obj (took 0.02s | total elapsed: 0.76s)
[3252/9995] [3252 success|0 fail] [SUCCESS] model_237638.obj (took 0.02s | total elapsed: 0.76s)
[3253/9995] [3253 success|0 fail] [SUCCESS] model_237627.obj (took 0.02s | total elapsed: 0.76s)
[3254/9995] [3254 success|0 fail] [SUCCESS] model_237642.obj (took 0.02s | total elapsed: 0.76s)
[3255/9995] [3255 success|0 fail] [SUCCESS] model_237738.obj (took 0.02s | total elapsed: 0.76s)
[3256/9995] [3256 success|0 fail] [SUCCESS] model_237737.obj (took 0.02s | total elapsed: 0.76s)
[3257/9995] [3257 success|0 fail] [SUCCESS] model_237740.obj (took 0.02s | total elapsed: 0.76s)
[3258/9995] [3258 success|0 fail] [SUCCESS] model_237741.obj (took 0.02s | total elapsed: 0.76s)
[3259/9995] [3259 success|0 fail] [SUCCESS] model_238415.obj (took 0.02s | total elapsed: 0.76s)
[3260/9995] [3260 success|0 fail] [SUCCESS] model_237635.obj (took 0.02s | total elapsed: 0.76s)
[3261/9995] [3261 success|0 fail] [SUCCESS] model_237739.obj (took 0.02s | total elapsed: 0.76s)
[3262/9995] [3262 success|0 fail] [SUCCESS] model_238414.obj (took 0.02s | total elapsed: 0.76s)
[3263/9995] [3263 success|0 fail] [SUCCESS] model_238416.obj (took 0.02s | total elapsed: 0.76s)
[3264/9995] [3264 success|0 fail] [SUCCESS] model_237742.obj (took 0.02s | total elapsed: 0.76s)
[3265/9995] [3265 success|0 fail] [SUCCESS] model_238419.obj (took 0.02s | total elapsed: 0.76s)
[3266/9995] [3266 success|0 fail] [SUCCESS] model_237736.obj (took 0.02s | total elapsed: 0.76s)
[3267/9995] [3267 success|0 fail] [SUCCESS] model_237644.obj (took 0.03s | total elapsed: 0.76s)
[3268/9995] [3268 success|0 fail] [SUCCESS] model_238418.obj (took 0.02s | total elapsed: 0.76s)
[3269/9995] [3269 success|0 fail] [SUCCESS] model_238421.obj (took 0.02s | total elapsed: 0.76s)
[3270/9995] [3270 success|0 fail] [SUCCESS] model_238637.obj (took 0.02s | total elapsed: 0.76s)
[3271/9995] [3271 success|0 fail] [SUCCESS] model_238420.obj (took 0.02s | total elapsed: 0.76s)
[3272/9995] [3272 success|0 fail] [SUCCESS] model_238413.obj (took 0.02s | total elapsed: 0.76s)
[3273/9995] [3273 success|0 fail] [SUCCESS] model_238618.obj (took 0.02s | total elapsed: 0.76s)
[3274/9995] [3274 success|0 fail] [SUCCESS] model_238423.obj (took 0.02s | total elapsed: 0.76s)
[3275/9995] [3275 success|0 fail] [SUCCESS] model_238638.obj (took 0.02s | total elapsed: 0.76s)
[3276/9995] [3276 success|0 fail] [SUCCESS] model_238422.obj (took 0.02s | total elapsed: 0.76s)
[3277/9995] [3277 success|0 fail] [SUCCESS] model_238417.obj (took 0.02s | total elapsed: 0.76s)
[3278/9995] [3278 success|0 fail] [SUCCESS] model_238639.obj (took 0.02s | total elapsed: 0.76s)
[3279/9995] [3279 success|0 fail] [SUCCESS] model_238635.obj (took 0.02s | total elapsed: 0.76s)
[3280/9995] [3280 success|0 fail] [SUCCESS] model_239188.obj (took 0.02s | total elapsed: 0.76s)
[3281/9995] [3281 success|0 fail] [SUCCESS] model_238636.obj (took 0.02s | total elapsed: 0.76s)
[3282/9995] [3282 success|0 fail] [SUCCESS] model_239180.obj (took 0.02s | total elapsed: 0.76s)
[3283/9995] [3283 success|0 fail] [SUCCESS] model_239184.obj (took 0.02s | total elapsed: 0.76s)
[3284/9995] [3284 success|0 fail] [SUCCESS] model_239182.obj (took 0.02s | total elapsed: 0.76s)
[3285/9995] [3285 success|0 fail] [SUCCESS] model_239183.obj (took 0.02s | total elapsed: 0.76s)
[3286/9995] [3286 success|0 fail] [SUCCESS] model_239186.obj (took 0.02s | total elapsed: 0.76s)
[3287/9995] [3287 success|0 fail] [SUCCESS] model_239181.obj (took 0.02s | total elapsed: 0.76s)
[3288/9995] [3288 success|0 fail] [SUCCESS] model_239190.obj (took 0.02s | total elapsed: 0.76s)
[3289/9995] [3289 success|0 fail] [SUCCESS] model_239185.obj (took 0.02s | total elapsed: 0.76s)
[3290/9995] [3290 success|0 fail] [SUCCESS] model_240290.obj (took 0.02s | total elapsed: 0.77s)
[3291/9995] [3291 success|0 fail] [SUCCESS] model_239191.obj (took 0.02s | total elapsed: 0.77s)
[3292/9995] [3292 success|0 fail] [SUCCESS] model_239189.obj (took 0.02s | total elapsed: 0.77s)
[3293/9995] [3293 success|0 fail] [SUCCESS] model_240280.obj (took 0.02s | total elapsed: 0.77s)
[3294/9995] [3294 success|0 fail] [SUCCESS] model_239193.obj (took 0.02s | total elapsed: 0.77s)
[3295/9995] [3295 success|0 fail] [SUCCESS] model_239187.obj (took 0.03s | total elapsed: 0.77s)
[3296/9995] [3296 success|0 fail] [SUCCESS] model_240293.obj (took 0.02s | total elapsed: 0.77s)
[3297/9995] [3297 success|0 fail] [SUCCESS] model_240292.obj (took 0.02s | total elapsed: 0.77s)
[3298/9995] [3298 success|0 fail] [SUCCESS] model_240294.obj (took 0.02s | total elapsed: 0.77s)
[3299/9995] [3299 success|0 fail] [SUCCESS] model_241235.obj (took 0.02s | total elapsed: 0.77s)
[3300/9995] [3300 success|0 fail] [SUCCESS] model_241231.obj (took 0.02s | total elapsed: 0.77s)
